"Broad7_geneID"	"MIPS description"	"FunCat"	"Pfam"	"SignalP"	"ID25"	"ID30"	"ID35"
"NCU00170"	"related to tetratricopeptide repeat protein 2"	"14 PROTEIN FATE (folding, modification, destination)_14.01 protein folding and stabilization"	";Extensin_2;TPR_1;TPR_2;TPR_1;TPR_2;TPR_1;TPR_2;TPR_4;Phage-MuB_C;TPR_1;TPR_2;TPR_4;TPR_1;TPR_2;TPR_1;TPR_2;TPR_1;TPR_2;DnaJ;GRP;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU00171"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";AflR;efhand;efhand;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00173"	"probable esterase D"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism"	";Esterase;Peptidase_S15;Peptidase_S9;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00175"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00176"	"questionable protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00177"	"probable bifunctional purine biosynthetic protein"	"01 METABOLISM_01.03 nucleotide/nucleoside/nucleobase metabolism_01.03.01 purin nucleotide/nucleoside/nucleobase metabolism_70 SUBCELLULAR LOCALIZATION_70.03 cytoplasm"	";GARS_N;ATP-grasp_3;GARS_A;ATP-grasp;Dala_Dala_lig_C;CPSase_L_D2;GARS_C;AIRS;AIRS_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00180"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00181"	"related to peptidylprolyl isomerase (cyclophilin)-like"	"14 PROTEIN FATE (folding, modification, destination)_14.01 protein folding and stabilization"	";DUF1233;U-box;Pro_isomerase;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00182"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Lung_7-TM_R;"	"Signal peptide"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU00183"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF185;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"F_Evol"
"NCU00184"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";eIF3_subunit;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00185"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";BRCT;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00186"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Zeta_toxin;GshA;DGCR6;"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU00187"	"related to carboxyphosphonoenolpyruvate phosphonomutase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.20 secondary metabolism"	";ICL;MR_MLE;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00188"	"related to serine-threonine kinase"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.03 modification by phosphorylation, dephosphorylation, autophosphorylation_30 CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM_30.01 cellular signalling"	";Pkinase;Pkinase_Tyr;Extensin_2;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU00189"	"questionable protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00192"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00193"	"related to dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_42 BIOGENESIS OF CELLULAR COMPONENTS_42.01 cell wall_70 SUBCELLULAR LOCALIZATION_70.07 endoplasmic reticulum"	";Glyco_transf_22;ABC-3;"	"Non-secretory protein"	"E_Evol"	"F_Evol"	"F_Evol"
"NCU00194"	"probable ornithine aminotransferase"	"01 METABOLISM_01.01 amino acid metabolism"	";Aminotran_3;Beta_elim_lyase;Aminotran_1_2;DUF1223;DUF1737;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00196"	"related to Rho GTPase activating protein"	"14 PROTEIN FATE (folding, modification, destination)_14.10 assembly of protein complexes_18 REGULATION OF METABOLISM AND PROTEIN FUNCTION_18.02 regulation of protein activity_18.02.01 enzymatic activity regulation / enzyme regulator_18.02.01.01 enzyme activator_18.02.01.01.01 GTPase activator (GAP)_30 CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM_30.01 cellular signalling_30.01.05 enzyme mediated signal transduction_30.01.05.05 G-protein mediated signal transduction_42 BIOGENESIS OF CELLULAR COMPONENTS_42.04 cytoskeleton/structural proteins_42.04.03 actin cytoskeleton"	";RhoGAP;Extensin_2;DUF1777;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00197"	"questionable protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00198"	"translocase of inner membrane TIM-9"	"14 PROTEIN FATE (folding, modification, destination)_14.04 protein targeting, sorting and translocation_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.01 protein binding_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.04 mitochondrial transport_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";zf-Tim10_DDP;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU00199"	"related to nucleoporin nup184"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.01 nuclear transport_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00200"	"anthranilate synthase component II TRP-1"	"01 METABOLISM_01.01 amino acid metabolism_01.01.09 metabolism of the cysteine - aromatic group_01.01.09.06 metabolism of tryptophan_01.01.09.06.01 biosynthesis of tryptophan_70 SUBCELLULAR LOCALIZATION_70.03 cytoplasm"	";Peptidase_C26;GATase;IGPS;DeoC;PRAI;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU00201"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF755;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00202"	"probable coronin"	"42 BIOGENESIS OF CELLULAR COMPONENTS_42.04 cytoskeleton/structural proteins_42.04.03 actin cytoskeleton_70 SUBCELLULAR LOCALIZATION_70.04 cytoskeleton"	";DUF1899;WD40;WD40;WD40;DUF1900;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00205"	"related to cell division-associated protein"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.01 mitotic cell cycle and cell cycle control_10.03.03 cytokinesis (cell division) /septum formation and hydrolysis_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";TPR_2;TPR_1;TPR_2;Coprinus_mating;TPR_2;TPR_1;TPR_2;TPR_1;TPR_2;Peptidase_C50;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU00206"	"probable cellobiose dehydrogenase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism"	";GMC_oxred_N;DAO;Pyr_redox_2;GMC_oxred_C;CBM_1;"	"Signal peptide"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU00207"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";2OG-FeII_Oxy;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00208"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00209"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00210"	"probable nuclear cap binding protein subunit 2"	"11 TRANSCRIPTION_11.04 RNA processing_11.04.03 mRNA processing (splicing, 5'-, 3'-end processing)_11.04.03.03 5'-end processing_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.21 RNA transport_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";RRM_1;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00214"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF788;"	"Signal anchor"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU00215"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00216"	"probable cytochrome-b5 reductase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.15 electron transport"	";FAD_binding_6;NAD_binding_1;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00218"	"probable ADP-ribosylation factor-like 2"	"16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.19 nucleotide/nucleoside/nucleobase binding_16.19.05 GTP binding_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.07 vesicular transport (Golgi network, etc.)_70 SUBCELLULAR LOCALIZATION_70.08 Golgi"	";Arf;MMR_HSR1;Miro;Ras;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00219"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";SSDP;Ribosomal_60s;Extensin_2;Sprouty;Gelsolin;Gelsolin;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00220"	"related to negative transcription regulator"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_11.02.03.04.03 transcription repression_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00223"	"related to MEAB protein"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control"	";bZIP_1;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00224"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00225"	"related to RAY38 protein"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.25 regulation of C-compound and carbohydrate metabolism"	";HABP4_PAI-RBP1;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00227"	"related to tricarboxylate carrier"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.03 C-compound and carbohydrate transport_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";Mtc;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00230"	"related to LAMMER kinase-like protein"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.03 modification by phosphorylation, dephosphorylation, autophosphorylation_30 CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM_30.01 cellular signalling"	";HPC2;Pkinase;Pkinase_Tyr;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU00231"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";MFMR;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00232"	"related to purine nucleotide binding protein"	"16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.19 nucleotide/nucleoside/nucleobase binding_98 CLASSIFICATION NOT YET CLEAR-CUT"	";Lactamase_B;"	"Non-secretory protein"	"E_Evol"	"F_Evol"	"F_Evol"
"NCU00233"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Glyco_hydro_16;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00237"	"related to 3`,5`-cyclic-nucleotide phosphodiesterase"	"01 METABOLISM_01.03 nucleotide/nucleoside/nucleobase metabolism_01.03.13 regulation of nucleotide/nucleoside/nucleobase metabolism"	";PDEase_II;Lactamase_B;Filament_head;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00238"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00239"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DMAP_binding;SWIM;AMP-binding;"	"Non-secretory protein"	"A_Evol"	"A_Evol"	"A_Evol"
"NCU00241"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";IncA;OmpH;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00244"	"related to galactinol synthase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism"	";Glyco_transf_8;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU00246"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";TspO_MBR;DUF988;"	"Signal anchor"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU00247"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal anchor"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00248"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal anchor"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00249"	"related to aspartic proteinase"	"14 PROTEIN FATE (folding, modification, destination)_14.13 protein/peptide degradation_14.13.01 cytoplasmic and nuclear protein degradation"	";DltD_M;Asp;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00250"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal anchor"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00251"	"related to calpain-like protein"	"14 PROTEIN FATE (folding, modification, destination)_14.13 protein/peptide degradation_30 CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM_30.01 cellular signalling"	";Peptidase_C2;DUF612;TolA;Vicilin_N;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00252"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00253"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU00254"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00255"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00256"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00258"	"40S ribosomal protein CRPS-7 CRPS-7"	"12 PROTEIN SYNTHESIS_12.01 ribosome biogenesis_12.01.01 ribosomal proteins_70 SUBCELLULAR LOCALIZATION_70.03 cytoplasm"	";Ribosomal_S7e;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00261"	"probable CTP synthase"	"01 METABOLISM_01.03 nucleotide/nucleoside/nucleobase metabolism_01.03.04 pyrimidine nucleotide/nucleoside/nucleobase metabolism"	";CTP_synth_N;GATase;Peptidase_C26;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00262"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";GATase;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00263"	"probable subtilisin-like serine protease"	"14 PROTEIN FATE (folding, modification, destination)_14.13 protein/peptide degradation"	";Subtilisin_N;Peptidase_S8;PA;DUF1034;"	"Signal peptide"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU00264"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";BolA;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU00265"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU00267"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00269"	"related to histone-lysine N-methyltransferase"	"10 CELL CYCLE AND DNA PROCESSING_10.01 DNA processing_10.01.09 DNA restriction or modification_10.01.09.05 DNA conformation modification (e.g. chromatin)_11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_11.02.03.04.03 transcription repression_14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.09 posttranslational modification of amino acids (e.g. hydroxylation, methylation)_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";Cytochrom_CIII;SET;TFIIS;WW;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU00270"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00271"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00272"	"related to cullin homolog 4A"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.01 mitotic cell cycle and cell cycle control"	";Cullin;"	"Non-secretory protein"	"E_Evol"	"O_Evol"	"F_Evol"
"NCU00273"	"related to nucleoporin"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.03 transport facilities_20.03.01 channel / pore class transport_20.03.01.05 nuclear pore forming protein_20.09 transport routes_20.09.01 nuclear transport_42 BIOGENESIS OF CELLULAR COMPONENTS_42.10 nucleus_42.10.05 nuclear membrane_70 SUBCELLULAR LOCALIZATION_70.10 nucleus_70.10.05 nuclear membrane"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00274"	"related to phosphotidylinositol kinase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.02 meiosis_42 BIOGENESIS OF CELLULAR COMPONENTS_42.10 nucleus_42.10.03 organization of chromosome structure"	";DUF1981;FAT;PI3_PI4_kinase;FATC;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00275"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";FYVE;PHD;zf-C3HC4;zf-MIZ;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00276"	"DNA polymerase gamma POL-G"	"10 CELL CYCLE AND DNA PROCESSING_10.01 DNA processing_10.01.03 DNA synthesis and replication_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.03 nucleic acid binding_16.03.01 DNA binding_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";DNA_pol_A;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU00277"	"related to calponin"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";CH;Merozoite_SPAM;U79_P34;IncA;TolA;DUF1777;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00278"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";NDUFA12;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU00279"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Rtt106;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00280"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";MAP7;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00281"	"probable sterol glucosyltransferase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.05 disease, virulence and defense_32.05.05 virulence, disease factors"	";Dehydrin;Glyco_transf_28;UDPGT;RNA_polI_A14;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00284"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00285"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";zf-C2H2;zf-C2H2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00288"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00289"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Drf_FH1;Zn_clus;Beta_elim_lyase;Fungal_trans;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00290"	"related to ATP-binding cassette protein"	"16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.19 nucleotide/nucleoside/nucleobase binding_16.19.03 ATP binding_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.03 transport facilities_20.03.25 ABC transporters"	";MMR_HSR1;ABC_tran;ABC2_membrane;TatC;CTP_transf_1;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU00291"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";SoxE;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00293"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";NUDIX-like;zf-NADH-PPase;NUDIX;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU00294"	"probable ribosomal protein L10a.e, cytosolic"	"12 PROTEIN SYNTHESIS_12.01 ribosome biogenesis_12.01.01 ribosomal proteins_70 SUBCELLULAR LOCALIZATION_70.03 cytoplasm"	";Ribosomal_L1;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00295"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF1760;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00296"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";SET;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00297"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00298"	"related to monocarboxylate transporter 2"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.03 C-compound and carbohydrate transport_20.09 transport routes_20.09.18 cellular import_70 SUBCELLULAR LOCALIZATION_70.02 eukaryotic plasma membrane / membrane attached"	";Cation_ATPase_C;MFS_1;Sugar_tr;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU00299"	"related to delta3-cis-delta2-trans-enoyl-CoA isomerase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_02 ENERGY_02.25 oxidation of fatty acids"	";ECH;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU00300"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";PQ-loop;DUF1753;PQ-loop;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU00301"	"related to SAS10 protein, involved in silencing"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";SPT2;Sas10_Utp3;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU00302"	"related to 3-ketosphinganine reductase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism"	";ADH_zinc_N;adh_short;KR;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"F_Evol"
"NCU00303"	"related to nuclear WD protein PRL1"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control"	";DUF1771;Smr;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU00304"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Ubie_methyltran;MTS;Methyltransf_11;Methyltransf_12;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU00305"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";adh_short;Epimerase;"	"Non-secretory protein"	"O_Evol"	"O_Evol"	"F_Evol"
"NCU00306"	"probable mfs-multidrug-resistance transporter"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.27 drug/toxin transport_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.07 detoxification_32.07.05 detoxification by export"	";DUF998;MFS_1;Sugar_tr;Na_H_antiport_1;MnhB;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU00307"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU00308"	"related to NOL1R protein"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";Nol1_Nop2_Fmu;Vicilin_N;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
